"date ","nm_id ","date__nm_id ","imt_id ","open_card_count_jam ","add_to_cart_count_jam ","orders_count_jam ","views ","clicks ","adv_sum ","external_costs ","external_sources ","atbs ","orders ","shks ","sum_price ","avg_position ","views_auto ","clicks_auto ","adv_sum_auto ","ctr_auto ","cpc_auto ","cpm_auto ","views_manual ","clicks_manual ","adv_sum_manual ","ctr_manual ","cpc_manual ","cpm_manual ","views_ppc ","clicks_ppc ","adv_sum_ppc ","ctr_ppc ","cpc_ppc ","cpm_ppc ","views_search_auto ","clicks_search_auto ","adv_sum_search_auto ","cpc_search_auto ","ctr_search_auto ","cpm_search_auto ","views_search_manual ","clicks_search_manual ","adv_sum_search_manual ","cpc_search_manual ","ctr_search_manual ","cpm_search_manual ","views_rs_auto ","clicks_rs_auto ","adv_sum_rs_auto ","cpc_rs_auto ","ctr_rs_auto ","cpm_rs_auto ","views_rs_manual ","clicks_rs_manual ","adv_sum_rs_manual ","cpc_rs_manual ","ctr_rs_manual ","cpm_rs_manual ","ctr_auto_subject_diff ","ctr_manual_subject_diff ","ctr_search_auto_subject_diff ","ctr_search_manual_subject_diff ","ctr_rs_auto_subject_diff ","ctr_rs_manual_subject_diff ","adv_percent ","organic_percent ","open_card_count ","open_card_dynamic ","orders_sum_rub ","orders_count ","add_to_cart_count ","add_to_cart_conversion ","cart_to_order_conversion ","click_to_order_conversion ","buyout_percent ","orders_dyn ","spp ","buyouts_sum_rub ","buyouts_count ","avg_price ","avg_price_with_spp ","valuation_count ","stocks ","stocks_sizes ","in_way_to_client ","in_way_from_client ","stocks_enough_for ","returns_plan ","order_price ","card_price ","localization ","orders_count_local ","unit_expenses ","marg_without_adv ","marg_with_adv ","profit_without_adv ","profit_with_adv ","card_rating ","promo_sum ","promo_count ","expected_buyouts_sum_rub ","stocks_rub ","all_stocks_rub ","returns_plan_rub ","dummy ","buyout_percent_day ","buyout_percent_month ","hranenie_rub ","priemka_rub ","acquiring_rub ","tax_total_rub ","delivery_mp_with_buyout_rub ","additional_costs ","sebes_rub ","markirovka_rub ","perc_mp_rub ","actions ","promo_total_cost ","orders_count_returned_fact ","orders_buyouts_count_fact ","orders_count_canceled_fact ","orders_buyouts_sum_rub_fact ","orders_sum_rub_returned_fact ","orders_sum_rub_canceled_fact ","stocks_enough_for_with_buyout_perc ","frequency ","stocks_total ","jam_clicks ","orders_count_completed ","orders_count_canceled ","orders_count_returned ","orders_buyouts_count ","orders_sum_rub_completed ","orders_sum_rub_canceled ","orders_sum_rub_returned ","orders_buyouts_sum_rub ","expected_buyouts_count ","orders_count_total_central ","orders_count_total_northwest ","orders_count_total_south_caucasus ","orders_count_total_volga ","orders_count_total_fareast ","orders_count_total_ural ","orders_count_local_central ","orders_count_local_northwest ","orders_count_local_south_caucasus ","orders_count_local_volga ","orders_count_local_fareast ","orders_count_local_ural ","localization_percent_central ","localization_percent_northwest ","localization_percent_south_caucasus ","localization_percent_volga ","localization_percent_fareast ","localization_percent_ural ","log_text "
"2026-05-15","825055913","46157|0825055913","628722626","0","9","4","2713","76","2967,46","0","","14","5","5","18200","20","0","0","0","0","0","0","2713","76","2967,46","0,02801","39,05","1093,79","0","0","0","0","0","0","0","0","0","0","0","0","474","29","2475,32","85,36","0,06118","5222,19","0","0","0","0","0","0","2239","47","492,14","10,47","0,02099","219,8","-0,0287","-0,01899","-0,0358","-0,00432","-0,0215","-0,00741","0,13587","0,53659","164","-0,12766","21840","6","20","0,12195","0,3","0,03659","0,877","5","0,38333","14664","4","3640","2244,68","1","136","0 - 136","24","2","27,2","4,95","494,58","148,37","0,54412","3","2388,527751","0,34381","0,18076","6257,36","3289,9","4,73","0","0","18200","123896","128405,45","4509,45","","0,833","0,877","3,5680416","0","90,25115108","275,9861867","102,1359712","0","911","0","1005,5864","","0","0","4","2","14664","0","7332","34,62","1371","140,952","52","6","1","0","5","21840","3640","0","18200","5","3","0","0","1","2","0","3","0","0","0","0","0","1","0","0","0","0","0",""
"2026-05-15","825057573","46157|0825057573","628722626","1","8","2","2743","93","3036,68","0","","8","1","1","3750","15","0","0","0","0","0","0","2743","93","3036,68","0,0339","32,65","1107,07","0","0","0","0","0","0","0","0","0","0","0","0","478","52","2355,8","45,3","0,10879","4928,45","0","0","0","0","0","0","2265","41","680,88","16,61","0,0181","300,61","-0,0287","-0,0131","-0,0358","0,04329","-0,0215","-0,0103","0,40489","0,53234","201","0,04688","7500","2","15","0,07463","0,13333","0,00995","0,844","5,286","0,37","41450","11","3750","2362,5","1","193","0 - 193","10","1","36,51","2,56","1518,34","202,45","0,57353","2","2240,555193","0,40252","-0,00237","3018,89","-17,79","4,4","0","0","7500","140311","142172,12","1861,12","","1","0,843","4,69876398","0","88,78032895","284,8214286","104,0046711","0","727","0","1031,25","","0","0","11","1","41450","0","3800","48,69","1616","195,56","85","2","0","0","2","7500","0","0","7500","2","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0",""
"2026-05-15","852679064","46157|0852679064","723692551","159","17","6","5442","171","3144,84","0","","18","6","6","20250","16","0","0","0","0","0","0","5442","171","3144,84","0,03142","18,39","577,88","0","0","0","0","0","0","0","0","0","0","0","0","167","21","568,43","27,07","0,12575","3403,77","0","0","0","0","0","0","5275","150","2576,41","17,18","0,02844","488,42","0","-0,04318","0","0,00425","0","0,00084","0,06657","0,29487","468","0,24468","47241","14","39","0,08333","0,35897","0,02991","0,806","7,714","0,30769","37125,12","11","3374,36","2336,1","0","157","0 - 157","37","3","20,35","10,18","224,63","80,64","0,58407","7","2449,777919","0,27413","0,18094","9251,62","6106,78","4,55","0","0","33749,4","170973","182059,02","11086,02","","0,692","0,806","2,3947473","0","88,77707317","256,2906762","85,36642276","0","1089","0","927,949","","0","0","11","0","37125,12","0","0","29,53","1720","167,178","223","13","3","1","9","43875,04","10125","3375","30375,04","10","5","0","4","2","1","0","5","0","4","2","0","0","1","0","1","1","0","0",""
"2026-05-15","868533173","46157|0868533173","628722626","0","0","0","23","1","20,17","0","","1","0","0","0","9","0","0","0","0","0","0","23","1","20,17","0,04348","20,17","876,96","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","5000","0","0","0","0","0","0","22","1","15,17","15,17","0,04545","689,55","-0,0287","-0,00352","-0,0358","-0,0655","-0,0215","0,01705","0","0,98077","52","-0,05455","0","0","1","0,01923","0","0","0,794","0,857","0,325","2625,02","1","2625","1771,88","1","440","0 - 440","2","5","513,42","5,41","0","20,17","0,6","0","1847,556019","0","0","0","-20,17","5","0","0","0","328240","332275,86","4035,86","","0","0,794","22,54896","0","68,65058824","199,375","89,10647059","0","746","0","721,875","","0","0","1","1","2625,02","0","2625","693,12","596","445,412","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-15","876229054","46157|0876229054","628722626","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0287","-0,047","-0,0358","-0,0655","-0,0215","-0,0284","0","1","64","0,03226","0","0","0","0","0","0","0,81","1","0,39","3526","1","3526","2150,86","1","326","0 - 326","2","11","326","11,38","0","0","0,46667","0","2473,189586","0","0","0","0","5","0","0","0","310678","321523,14","10845,14","","0","0,81","37,42038","0","76,85722222","267,8080952","168,4538889","0","953","0","969,65","","0","0","1","0","3526","0","0","446,41","889","337,38","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-15","961215652","46157|0961215652","633708784","5","46","8","19120","338","13151,58","0","","79","14","14","49000","14","0","0","0","0","0","0","19120","338","13151,58","0,01768","38,91","687,84","0","0","0","0","0","0","0","0","0","0","0","0","1369","39","4541,05","116,44","0,02849","3317,06","0","0","0","0","0","0","17751","299","8610,53","28,8","0,01684","485,07","-0,0325","-0,03292","-0,0463","-0,04981","-0,0186","-0,00606","0,15657","0,64676","971","-0,14374","84000","24","116","0,11946","0,2069","0,02472","0,936","44,571","0,3352","213500,18","61","3500","2326,8","0","953","0 - 953","143","13","21,38","22,15","547,98","113,38","0,59357","17","2521,972082","0,27944","0,12287","23472,61","10321,03","4,78","0","0","83999,94","781460","799623","18163","","1","0,936","15,76212706","0","93,73131343","254,804","269,8946418","0","820","0","1067,78","","0","0","61","7","213500,18","0","24500","24,13","3151","975,152","220","24","0","0","24","83999,94","0","0","83999,94","24","13","0","4","2","2","3","13","0","4","1","0","0","1","0","1","0,5","0","0",""
"2026-05-15","977724714","46157|0977724714","706795104","1","29","3","12544","458","8608,67","0","","80","11","11","104500","4","0","0","0","0","0","0","12544","458","8608,67","0,03651","18,8","686,28","0","0","0","0","0","0","0","0","0","0","0","0","708","77","2368,55","30,76","0,10876","3345,41","0","0","0","0","0","0","11836","381","6240,12","16,38","0,03219","527,22","-0,0201","-0,00489","-0,0197","0,05226","-0,0205","0,00589","0,05034","0,72679","1680","0,15623","171000","18","156","0,09286","0,11538","0,01071","0,816","11,143","0,28632","132500,11","14","9500","6779,96","0","492","0 - 393","62","11","44,15","22,41","478,26","55,18","0,17617","4","6820,299507","0,28207","0,22544","42875,21","34266,54","4,88","0","0","152000","1082400","1131702","49302","","0,889","0,816","63,10531685","0","266,8768156","731,5","1041,317374","0","2200","0","2517,5","","0","1","15","1","141500,11","9000","9000","59,78","18153","514,408","353","18","2","0","16","171000","19000","0","152000","16","9","1","0","6","1","2","5","0","0","0","0","2","0,55556","0","0","0","0","1",""
"2026-05-15","1000761784","46157|1000761784","706795104","1","77","8","10931","521","10187,3","0","","95","10","10","92000","8","0","0","0","0","0","0","10931","521","10187,3","0,04766","19,55","931,96","0","0","0","0","0","0","0","0","0","0","0","0","2649","310","7932,6","25,59","0,11703","2994,56","0","0","0","0","0","0","8282","211","2254,7","10,69","0,02548","272,24","-0,0201","0,00626","-0,0197","0,06053","-0,0205","-0,00082","0,10067","0,56061","1188","0,15902","101200","11","123","0,10354","0,08943","0,00926","0,909","3,714","0,29364","46000","5","9200","6498,51","0","201","0 - 101","24","0","54,12","2,18","926,12","82,82","0,17647","1","6419,665122","0,30221","0,19148","27803,35","17616,05","5","0","0","92000","432150","436837","4687","","0,909","0,909","15,70459572","0","263,9568421","708,4","843,6036842","0","2150","0","2438","","0","0","5","0","46000","0","0","64,73","28746","203,184","557","11","1","0","10","101200","9200","0","92000","10","6","0","2","0","2","1","0","0","1","0","0","1","0","0","0,5","0","0","1",""
"2026-05-15","1000761785","46157|1000761785","706795104","0","31","1","6532","241","10187,82","0","","46","3","3","27600","7","0","0","0","0","0","0","6532","241","10187,82","0,0369","42,27","1559,68","0","0","0","0","0","0","0","0","0","0","0","0","2927","171","9088,09","53,15","0,05842","3104,92","0","0","0","0","0","0","3605","70","1099,73","15,71","0,01942","305,06","-0,0201","-0,0045","-0,0197","0,00192","-0,0205","-0,00688","0,18456","0,73575","912","0,17982","55200","6","63","0,06908","0,09524","0,00658","0,778","4,714","0,31333","36800","4","9200","6317,36","0","155","0 - 56","21","2","32,88","6,66","1697,97","161,71","0,075","0","6544,640332","0,28863","0,06715","13276,8","3088,98","5","0","0","46000","333250","347569","14319","","0,833","0,778","7,12621392","0","295,6111765","708,4","945,5029412","0","2150","0","2438","","0","0","4","0","36800","0","0","47,34","28861","161,662","424","6","1","0","5","55200","9200","0","46000","5","1","4","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"2026-05-15","1047404714","46157|1047404714","706795104","0","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0201","-0,0414","-0,0197","-0,0565","-0,0205","-0,0263","0","0","0","0","0","0","0","0","0","0","0,7","0","0,3","0","0","0","0","0","0","","0","0","0","0","0","0","0","0","3508,02","0","0","0","0","5","0","0","0","0","0","0","","0","0","0","0","0","0","1108,02","0","2400","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","291309584","46158|0291309584","900724314","0","1","0","3","0","1,54","0","","0","0","0","0","0","0","0","0","0","0","0","3","0","1,54","0","0","513,33","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1,54","0","0","513,33","-0,0287","-0,047","-0,0358","-0,0655","-0,0215","-0,0284","0","1","35","0,12903","0","0","2","0,05714","0","0","0,8","1,714","0,36","4900","2","2450","1568","0","126","0 - 126","7","2","73,51","3,4","0","0,77","0,5","0","1767,827232","0","0","0","-1,54","4,73","0","0","0","93996","96532,4","2536,4","","0","0,8","10,41607296","0","59,6173913","186,0833333","91,96043478","0","746","0","673,75","","0","0","2","0","4900","0","0","97,02","31","129,4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","495306951","46158|0495306951","628722626","0","0","0","15","1","9,57","0","","0","0","0","0","8","0","0","0","0","0","0","15","1","9,57","0,06667","9,57","638","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5,3","0","0","5300","0","0","0","0","0","0","14","1","4,27","4,27","0,07143","305","-0,0287","0,01967","-0,0358","-0,0655","-0,0215","0,04303","0,00256","0,98649","74","-0,18681","3735","1","3","0,04054","0,33333","0,01351","0,809","3,714","0,38","7470","2","3735","2315,7","0","79","0 - 79","10","2","21,27","3,91","9,57","3,19","0,55769","1","2750,321932","0,26364","0,26107","984,68","975,11","4,82","0","0","3735","93931","98579,99","4648,99","","1","0,809","2,98920072","0","90,17215686","283,6821429","157,3534314","0","1189","0","1027,125","","0","0","2","1","7470","0","3735","29,72","889","82,91","17","1","0","0","1","3735","0","0","3735","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0",""
"2026-05-16","495307071","46158|0495307071","900724314","0","1","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0287","-0,047","-0,0358","-0,0655","-0,0215","-0,0284","0","1","12","-0,07692","3096","1","3","0,25","0,33333","0,08333","0,769","1,714","0,36","0","0","3096","1981,44","0","2","0 - 2❗️","6","1","1,17","2,39","0","0","0,41667","0","2314,955693","0,25228","0,25228","781,04","781,04","4,7","0","0","3096","1906","4183,67","2277,67","","1","0,769","0,18725499","0","69,48641791","235,1485714","205,7334483","0","953","0","851,4","","0","0","0","0","0","0","0","4,37","191","4,386","4","1","0","0","1","3096","0","0","3096","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","608526752","46158|0608526752","626608537","0","3","0","0","0","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-0,0275","-0,0541","0","-0,0743","-0,0275","-0,0338","0","1","102","0,07368","0","0","11","0,10784","0","0","0,875","0,857","0,26","0","0","10650","7881","1","177","0 - 177","5","0","206,53","0,63","0","0","0,45455","0","10355,10579","0","0","0","0","4,52","0","0","0","687645","690092,55","2447,55","","0","0,875","921,19734","0","307,1756522","831,2071429","1694,775652","0","3885","0","2715,75","","0","0","0","0","0","0","0","267,13","5053","177,625","46","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","678390737","46158|0678390737","2360213450","0","8","1","18","1","18,69","0","","1","0","0","0","3","0","0","0","0","0","0","18","1","18,69","0,05556","18,69","1038,33","0","0","0","0","0","0","0","0","0","0","0","0","6","1","15,74","15,74","0,16667","2623,33","0","0","0","0","0","0","12","0","2,95","0","0","245,83","-0,0275","0,00146","0","0,09237","-0,0275","-0,0338","0,00074","0,99583","240","-0,24528","25200","5","19","0,07917","0,26316","0,02083","0,865","2,714","0,278","15120","3","5040","3638,88","0","26","0 - 26","21","1","9,58","3,84","3,74","0,98","0,44737","0","4546,835757","0,09785","0,09692","1972,66","1953,97","4,39","0","0","20160","48100","55204","7104","","0,8","0,865","21,9365714","0","161,5975","393,36","834,7416854","0","1850","0","1285,2","","0","0","3","0","15120","0","0","14,94","5150","29,835","113","5","0","1","4","25200","0","5040","20160","4","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","718415270","46158|0718415270","628722626","1","6","3","252","24","660,55","0","","1","2","2","11180","15","0","0","0","0","0","0","252","24","660,55","0,09524","27,52","2621,23","0","0","0","0","0","0","0","0","0","0","0","0","172","20","626,1","31,31","0,11628","3640,12","0","0","0","0","0","0","80","4","34,45","8,61","0,05","430,63","-0,0287","0,04824","-0,0358","0,05078","-0,0215","0,0216","0,01969","0,84277","159","-0,12155","33542","6","13","0,08176","0,46154","0,03774","0,788","6,429","0,38667","5590","1","5590,33","3428,72","0","229","0 - 229","37","7","35,62","14,84","110,09","50,81","0,48649","2","3830,706388","0,31472","0,27533","5277,81","4617,26","4,76","0","0","16769,93","347393","369905,28","22512,28","","0,5","0,789","9,56760324","0","135,7440559","424,5988738","206,4551049","0","1517","0","1537,34075","","0","0","1","1","5590","0","5720","52,1","979","243,844","64","6","2","1","3","33541,93","11182","5590","16769,93","3","0","1","1","1","1","1","0","0","0","0","1","1","0","0","0","0","1","1",""
"2026-05-16","737732125","46158|0737732125","626608537","0","0","0","4","0","0,72","0","","0","0","0","0","0","0","0","0","0","0","0","4","0","0,72","0","0","180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0,72","0","0","180","-0,0275","-0,0541","0","-0,0743","-0,0275","-0,0338","0,00007","1","39","0,11429","10200","1","1","0,02564","1","0,02564","1","0,286","0,25","0","0","10200","7650","1","84","0 - 84","3","0","293,71","0","0,72","0,72","0,75","0","10658,89005","-0,04499","-0,04506","-458,89","-459,61","4,21","0","0","10200","392280","392280","0","","1","1","840,88494","0","295,8634615","801,4285714","1449,713077","0","4670","0","2601","","0","0","0","0","0","0","0","293,71","191","84","11","1","0","0","1","10200","0","0","10200","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","790976796","46158|0790976796","633708784","1","62","20","16842","500","13503,07","0","","139","32","32","91200","8","0","0","0","0","0","0","16842","500","13503,07","0,02969","27,01","801,75","0","0","0","0","0","0","0","0","0","0","0","0","2290","164","8531,04","52,02","0,07162","3725,34","0","0","0","0","0","0","14552","336","4972,03","14,8","0,02309","341,67","-0,0325","-0,02091","-0,0463","-0,00668","-0,0186","0,00019","0,12148","0,54743","1107","0,0706","111151","39","165","0,14905","0,23636","0,03523","0,936","48,429","0,31293","99850,04","35","2850,03","1958,17","0","651","0 - 651","157","11","13,44","21,05","346,23","81,84","0,64686","28","2053,391235","0,27952","0,15147","29475,38","15972,31","4,67","0","0","105450,86","408177","421375,35","13198,35","","0,946","0,936","9,9476832","0","79,51804549","207,5093271","260,1570291","0","627","0","869,25915","","0","0","35","3","99850,04","0","8650","15,3","3893","672,048","343","37","2","0","35","105450,8","5700","0","99750,8","37","20","2","5","9","3","1","19","0","5","6","0","0","0,95","0","1","0,66667","0","0",""
"2026-05-16","809188998","46158|0809188998","633708784","3","148","56","31623","1031","15075,08","0","","292","90","90","170097","6","0","0","0","0","0","0","31623","1031","15075,08","0,0326","14,62","476,71","0","0","0","0","0","0","0","0","0","0","0","0","2021","324","4968,91","15,34","0,16032","2458,64","0","0","0","0","0","0","29602","707","10106,17","14,29","0,02388","341,4","-0,0325","-0,018","-0,0463","0,08202","-0,0186","0,00098","0,07454","0,47804","1981","0,19698","202229","107","349","0,17617","0,30659","0,05401","0,934","118,714","0,31111","207900,12","110","1889,99","1302","0","1439","0 - 1439","364","33","12,12","57,02","140,89","43,2","0,54752","63","1454,287482","0,23053","0,14996","43134,5","28059,42","4,67","0","0","187108,96","676330","703129,4","26799,4","","0,925","0,934","7,25726208","0","53,94317297","137,6092719","209,0308247","0","470","0","576,44695","","0","1","111","4","209790,12","1890","7560","13,67","3686","1496,024","595","107","8","0","99","202228,96","15120","0","187108,96","99","46","9","9","27","5","4","46","0","9","11","0","3","1","0","1","0,40741","0","0,75",""
"2026-05-16","809200437","46158|0809200437","633708784","0","62","21","21979","831","13100,34","0","","167","56","56","68876","9","0","0","0","0","0","0","21979","831","13100,34","0,03781","15,76","596,04","0","0","0","0","0","0","0","0","0","0","0","0","1699","138","6199,19","44,92","0,08122","3648,73","0","0","0","0","0","0","20280","693","6901,15","9,96","0,03417","340,29","-0,0325","-0,01279","-0,0463","0,00292","-0,0186","0,01127","0,16642","0,45401","1522","0,05329","78719","64","206","0,13535","0,31068","0,04205","0,933","63,714","0,30873","73800,19","60","1229,98","850,25","0","991","0 - 991","248","17","15,55","33,62","204,69","63,59","0,4955","28","871,595945","0,29138","0,11086","21145,22","8044,88","4,63","0","0","72569,38","253696","262302,72","8606,72","","0,921","0,933","2,63574055","0","33,40414258","89,54394969","114,7698137","0","256","0","375,2422984","","0","0","60","3","73800,19","0","3690","17,65","3470","1024,616","304","63","5","0","58","77489,4","6150","0","71339,4","59","13","5","9","18","8","4","1","1","9","14","0","3","0,07692","0,2","1","0,77778","0","0,75",""
"2026-05-16","809204609","46158|0809204609","633708784","4","69","26","14136","414","13087,61","0","","105","30","30","62400","8","0","0","0","0","0","0","14136","414","13087,61","0,02929","31,61","925,84","0","0","0","0","0","0","0","0","0","0","0","0","1821","209","7736,72","37,02","0,11477","4248,61","0","0","0","0","0","0","12315","205","5350,89","26,1","0,01665","434,5","-0,0325","-0,02131","-0,0463","0,03647","-0,0186","-0,00625","0,12337","0,6108","1074","0,05917","106080","51","141","0,13128","0,3617","0,04749","0,935","48,286","0,31444","104439,94","50","2080","1425,96","0","1980","0 - 1980","160","10","41,01","20,4","256,62","92,82","0,65593","23","1463,959866","0,29617","0,17033","30802,03","17714,42","4,73","0","0","104000,02","875160","884176,8","9016,8","","0,98","0,935","13,75627137","0","59,15295806","151,4002286","162,8344077","0","442","0","634,816","","0","0","50","0","104439,94","0","0","45,3","3622","2000,4","402","51","1","0","50","106080,02","2080","0","104000,02","50","17","3","6","17","7","3","17","0","6","2","0","1","1","0","1","0,11765","0","0,33333",""
"2026-05-16","825055913","46158|0825055913","628722626","2","8","4","2706","86","3092,5","0","","14","4","4","14560","19","0","0","0","0","0","0","2706","86","3092,5","0,03178","35,96","1142,83","0","0","0","0","0","0","0","0","0","0","0","0","516","40","2619,65","65,49","0,07752","5076,84","0","0","0","0","0","0","2190","46","472,85","10,28","0,021","215,91","-0,0287","-0,01522","-0,0358","0,01202","-0,0215","-0,0074","0,0944","0,46012","163","-0,0061","32760","9","18","0,11043","0,5","0,05521","0,884","5,143","0,38222","14612","4","3640","2248,72","0","128","0 - 128","27","3","24,89","6,13","343,61","171,81","0,52941","3","2383,678709","0,34514","0,20355","7537,93","4445,43","4,73","0","0","21840","116608","122192,43","5584,43","","0,667","0,884","3,25929572","0","90,40485915","276,4666667","101,5478873","0","911","0","1001","","0","0","4","0","14612","0","0","31,41","1383","134,132","74","9","3","0","6","32760","10920","0","21840","6","2","1","3","2","0","1","2","0","3","0","0","1","1","0","1","0","0","1",""
"2026-05-16","825057573","46158|0825057573","628722626","1","11","5","2454","74","3036,6","0","","14","5","5","18750","16","0","0","0","0","0","0","2454","74","3036,6","0,03015","41,04","1237,41","0","0","0","0","0","0","0","0","0","0","0","0","497","46","2430,73","52,84","0,09256","4890,8","0","0","0","0","0","0","1957","28","605,87","21,64","0,01431","309,59","-0,0287","-0,01685","-0,0358","0,02706","-0,0215","-0,01409","0,08098","0,61929","197","-0,0199","37500","10","22","0,11168","0,45455","0,05076","0,851","4,571","0,374","7499,88","2","3750","2347,5","0","184","0 - 184","16","2","40,25","4,38","303,66","138,03","0,56923","7","2242,98143","0,40187","0,3119","13563,17","10526,57","4,36","0","0","33750","133768","136952,26","3184,26","","0,9","0,85","5,17272875","0","90,11643357","284,8214286","104,6208392","0","727","0","1031,25","","0","0","2","0","7499,88","0","0","53,59","1416","188,384","91","10","0","1","9","37500","0","3750","33750","9","7","0","1","1","1","0","7","0","1","0","0","0","1","0","1","0","0","0",""
"2026-05-16","852679064","46158|0852679064","723692551","38","20","4","5192","189","3126,53","0","","15","8","8","26998","14","0","0","0","0","0","0","5192","189","3126,53","0,0364","16,54","602,18","0","0","0","0","0","0","0","0","0","0","0","0","206","25","687,18","27,49","0,12136","3335,83","0","0","0","0","0","0","4986","164","2439,35","14,87","0,03289","489,24","0","-0,0382","0","-0,00014","0","0,00529","0,07126","0,36415","357","-0,23718","43875","13","40","0,11204","0,325","0,03641","0,798","8,429","0,29462","23625","7","3375","2380,66","1","145","0 - 145","39","5","17,2","12,88","240,5","78,16","0,56881","8","2449,430589","0,27424","0,17131","8330,1","5203,57","4,5","0","0","30374,98","157905","171931,32","14026,32","","0,692","0,798","2,0176632","0","88,92352","256,3392857","85,02512","0","1089","0","928,125","","0","0","7","3","23625","0","10125","25,67","1036","157,878","94","13","2","2","9","43874,98","6750","6750","30374,98","9","8","1","1","0","1","0","8","0","1","0","0","0","1","0","1","0","0","0",""
"2026-05-16","868533173","46158|0868533173","628722626","0","1","0","12","0","8,01","0","","1","1","1","2625","0","0","0","0","0","0","0","12","0","8,01","0","0","667,5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","8,01","0","0","667,5","-0,0287","-0,047","-0,0358","-0,0655","-0,0215","-0,0284","0,00305","1","58","0,11538","2625","1","2","0,03448","0,5","0,01724","0,758","0,857","0,33","-0,02","0","2625","1758,75","0","439","0 - 439","2","7","512,25","7,48","8,01","4,01","0,6","0","1845,4577","0","0","0","-8,01","5","0","0","0","327494","333074,08","5580,08","","0","0,758","22,5117","0","66,49828571","199,375","89,19771429","0","746","0","721,875","","0","1","1","0","2625","2625,02","0","729,81","732","446,484","24","1","0","1","0","2625","0","2625","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"2026-05-16","876229054","46158|0876229054","628722626","0","2","0","3","0","1,1","0","","1","0","0","0","0","0","0","0","0","0","0","3","0","1,1","0","0","366,67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1,1","0","0","366,67","-0,0287","-0,047","-0,0358","-0,0655","-0,0215","-0,0284","0","1","74","0,15625","0","0","2","0,02703","0","0","0,81","1","0,39","0","0","3526","2150,86","0","326","0 - 326","2","11","326","11,38","0","0,55","0,45455","0","2474,03816","0","0","0","-1,1","5","0","0","0","310678","321523,14","10845,14","","0","0,81","37,36062","0","79,29944444","267,8080952","166,92","0","953","0","969,65","","0","0","0","0","0","0","0","446,41","962","337,38","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
